"obs","year","month","day","date","latitude","longitude","zon.winds","mer.winds","humidity","air temp.","s.s.temp."
2577,89,4,17,890417,0,-110.14,"-3.3","-0.2",".","25.36","25.5"
2578,89,4,18,890418,0,-110.14,"-3.2","-0.7",".","25.35","25.43"
2579,89,4,19,890419,0,-110.15,"-3.4","0.6",".","25.18","25.36"
2580,89,4,20,890420,0,-110.14,"-2.7","0",".","25.14","25.3"
2581,89,4,21,890421,0,-110.14,"-3.1","0.4",".","25.19","25.35"
2582,89,4,22,890422,0,-110.14,"-3.5","0.2",".","25.2","25.32"
2583,89,4,23,890423,0,-110.14,"-3","-0.2",".","25.28","25.29"
2584,89,4,24,890424,0,-110.15,"-3.9","-0.4",".","25.24","25.29"
2585,89,4,25,890425,0,-110.14,"-4.4","-0.4",".","25.07","25.17"
2586,89,4,26,890426,0,-110.14,"-4","0.5",".","25.03","25.24"
2587,89,4,27,890427,0,-110.14,"-3.2","1",".","25.07","25.36"
2588,89,4,28,890428,0.01,-110.14,"-3.3","1.5",".","25.28","25.47"
2589,89,4,29,890429,0.01,-110.14,"-4.5","0.9",".","25.34","25.35"
2590,89,4,30,890430,0.01,-110.14,"-3.3","1.2",".","24.98","25.33"
2591,89,5,1,890501,0.01,-110.15,"-2.5","4.2",".","25.34","25.36"
2592,89,5,2,890502,0,-110.14,"-2.4","2.4",".","25.39","25.34"
2593,89,5,3,890503,0.01,-110.14,"-4.4","0",".","25.2","25.41"
2594,89,5,4,890504,0,-110.14,"-4.9","-0.1",".","24.9","24.98"
2595,89,5,5,890505,0,-110.15,"-4.8","0.6",".","24.76","24.76"
2596,89,5,6,890506,0,-110.14,"-4.1","1.3",".","24.71","24.72"
2597,89,5,7,890507,0,-110.14,"-3.8","1.2",".","24.68","24.67"
2598,89,5,8,890508,0,-110.14,"-3.7","0.3",".","24.53","24.67"
2599,89,5,9,890509,0,-110.14,"-4.9","1.2",".","24.44","24.52"
2600,89,5,10,890510,0,-110.14,"-5","0.8",".","24.23","24.37"
2601,89,5,11,890511,0,-110.14,"-4.2","-0.5",".","23.93","24.29"
2602,89,5,12,890512,0.01,-110.14,"-4.1","0.9",".","23.83","24.34"
2603,89,5,13,890513,0.01,-110.14,"-4","2.9",".","24.58","24.7"
2604,89,5,14,890514,0,-110.15,"-2.5","2.4",".","24.96","25.24"
2605,89,5,15,890515,0,-110.14,"-5.1","0.4",".","24.73","25.39"
2606,89,5,16,890516,0,-110.14,"-4.8","0.4",".","24.58","24.94"
2607,89,5,17,890517,0,-110.14,"-3.9","0.8",".","24.48","24.79"
2608,89,5,18,890518,0,-110.14,"-4.5","0.7",".","24.45","24.9"
2609,89,5,19,890519,0,-110.14,"-4.6","1.2",".","24.54","24.83"
2610,89,5,20,890520,0,-110.14,"-5.9","-0.1",".","24.66","24.53"
2611,89,5,21,890521,0,-110.14,"-4.9","1.9",".","24.52","24.5"
2612,89,5,22,890522,0,-110.14,"-2.1","3",".","24.8","24.97"
2613,89,5,23,890523,0,-110.14,"-1.6","4.8",".","25.29","25.3"
2614,89,5,24,890524,0,-110.15,"-1.7","5.1",".","25.36","25.45"
2615,89,5,25,890525,0,-110.14,"-2.7","2.3",".","25.33","25.68"
2616,89,5,26,890526,0,-110.14,"-4.1","1.9",".","25.29","25.76"
2617,89,5,27,890527,0,-110.14,"-5.4","1.5",".","25.26","25.76"
2618,89,5,28,890528,0,-110.14,"-5.8","2",".","25.09","25.49"
2619,89,5,29,890529,0,-110.14,"-5.1","2.7",".","25.1","25.32"
2620,89,5,30,890530,0,-110.14,"-5.3","3",".","24.89","24.96"
2621,89,5,31,890531,0,-110.14,"-4.1","4",".","24.6","24.54"
2622,89,6,1,890601,0,-110.14,"-4.7","2.6",".","24.47","24.64"
2623,89,6,2,890602,0,-110.14,"-4.3","2.9",".","24.34","24.45"
2624,89,6,3,890603,0,-110.15,"-3.5","3.5",".","24.24","24.28"
2625,89,6,4,890604,0,-110.14,"-2.2","3.4",".","24.18","24.28"
2626,89,6,5,890605,0,-110.14,"-2","3.3",".","24.44","24.36"
2627,89,6,6,890606,-0.01,-110.14,"-3.6","4.5",".","24.31","24.4"
2628,89,6,7,890607,-0.01,-110.14,"-3.1","4.5",".","24.39","24.67"
2629,89,6,8,890608,0,-110.15,"-3.2","4.4",".","24.61","24.98"
2630,89,6,9,890609,-0.01,-110.15,"-4.1","3",".","24.66","25.12"
2631,89,6,10,890610,-0.01,-110.15,"-5.4","3",".","24.92","25.37"
2632,89,6,11,890611,-0.01,-110.15,"-5","4.1",".","25.01","25.6"
2633,89,6,12,890612,-0.01,-110.15,"-4","5.1",".","25.38","25.85"
2634,89,6,13,890613,-0.01,-110.16,"-5.4","5.1",".","25.12","25.96"
2635,89,6,14,890614,-0.01,-110.16,"-5.2","4.6",".","25.1","25.87"
2636,89,6,15,890615,-0.01,-110.15,"-2.5","4.8",".","24.82","25.61"
2637,89,6,16,890616,-0.01,-110.15,"-1.7","3.1",".","24.56","25.67"
2638,89,6,17,890617,-0.01,-110.15,"-2.5","4.3",".","24.72","25.97"
2639,89,6,18,890618,0,-110.16,"-3.2","4.6",".","24.59","26.08"
2640,89,6,19,890619,-0.01,-110.16,"-3.9","5.9",".","24.68","26.07"
2641,89,6,20,890620,0,-110.16,"-3.6","6.5",".","24.67","25.94"
2642,89,6,21,890621,0,-110.16,"-3.6","6.3",".","24.37","25.33"
2643,89,6,22,890622,0,-110.16,"-2.9","4.1",".","23.87","24.4"
2644,89,6,23,890623,0,-110.16,"-4.2","2.4",".","23.65","23.68"
2645,89,6,24,890624,0.01,-110.15,"-3.1","2.9",".","23.49","23.46"
2646,89,6,25,890625,0.01,-110.15,"-1.6","4",".","23.5","23.36"
2647,89,6,26,890626,0.01,-110.15,"-1.2","5.1",".","23.67","23.29"
2648,89,6,27,890627,0.01,-110.15,"-2.3","3.6",".","23.52","23.24"
2649,89,6,28,890628,0.01,-110.15,"-4.7","1.8",".","23.24","23.01"
2650,89,6,29,890629,0.01,-110.15,"-5.2","2.2",".","23.43","23.21"
2651,89,6,30,890630,0.01,-110.15,"-5.1","2.8",".","23.28","23.01"
2652,89,7,1,890701,0.01,-110.15,"-4.7","2.6",".","23","22.92"
2653,89,7,2,890702,0,-110.15,"-4.6","1.9",".","22.78","22.68"
2654,89,7,3,890703,0,-110.15,"-2.3","1.6",".","22.51","22.43"
2655,89,7,4,890704,0,-110.14,"-2.6","4.6",".","22.73","22.51"
2656,89,7,5,890705,0,-110.14,"-2.9","3.8",".","22.72","22.59"
2657,89,7,6,890706,0,-110.14,"-4.1","4.4",".","22.71","22.83"
2658,89,7,7,890707,0,-110.15,"-3","3.7",".","22.86","22.92"
2659,89,7,8,890708,0,-110.14,"-3.8","4",".","23.06","22.92"
2660,89,7,9,890709,0,-110.14,"-3.9","4.2",".","23","23"
2661,89,7,10,890710,0,-110.14,"-3.4","5.4",".","23.15","23.19"
2662,89,7,11,890711,0,-110.14,"-3.5","5.6",".","23.22","23.24"
2663,89,7,12,890712,0,-110.14,"-4.6","4.8",".","23.11","23.25"
2664,89,7,13,890713,0,-110.15,"-4.5","2.6",".","22.79","23.06"
2665,89,7,14,890714,-0.01,-110.15,"-2.1","1.9",".","22.7","22.87"
2666,89,7,15,890715,-0.01,-110.15,"-3.4","3.3",".","22.66","22.73"
2667,89,7,16,890716,0,-110.16,"-3.9","5.1",".","22.89","22.94"
2668,89,7,17,890717,0,-110.16,"-3.4","5.5",".","23.02","23.01"
2669,89,7,18,890718,0,-110.16,"-3.2","4.1",".","22.89","22.85"
2670,89,7,19,890719,0,-110.16,"-2.8","3.2",".","22.67","22.65"
2671,89,7,20,890720,0.01,-110.15,"-3.7","4.4",".","22.62","22.56"
2672,89,7,21,890721,0.01,-110.15,"-3.9","3.9",".","22.54","22.36"
2673,89,7,22,890722,0.01,-110.16,"-4.6","3.8",".","22.47","22.34"
2674,89,7,23,890723,0.01,-110.15,"-4.4","2.7",".","22.17","22.02"
2675,89,7,24,890724,0.01,-110.15,"-4.6","2.3",".","22","21.99"
2676,89,7,25,890725,0.01,-110.15,"-3.6","2.2",".","21.97","22.02"
2677,89,7,26,890726,0.01,-110.15,"-2.3","3.1",".","22.37","22.38"
2678,89,7,27,890727,0.01,-110.15,"-2.6","3.5",".","22.5","22.49"
2679,89,7,28,890728,0.01,-110.15,"-2.2","3.6",".","22.55","22.54"
2680,89,7,29,890729,0,-110.14,"-3.8","3.9",".","22.4","22.57"
2681,89,7,30,890730,0,-110.15,"-5","3",".","22.23","22.45"
2682,89,7,31,890731,0,-110.15,"-5.9","2.7",".","21.93","22.19"
2683,89,8,1,890801,0,-110.15,"-3.8","2.4",".","21.62","21.96"
2684,89,8,2,890802,0,-110.15,"-2.8","4.5",".","21.97","22.08"
2685,89,8,3,890803,0,-110.15,"-4.1","4",".","21.8","21.85"
2686,89,8,4,890804,0,-110.15,"-5.2","2.6",".","21.53","21.57"
2687,89,8,5,890805,-0.01,-110.15,"-6.4","1",".","21.14","21.26"
2688,89,8,6,890806,0,-110.15,"-4.8","1.7",".","21.05","21.05"
2689,89,8,7,890807,0,-110.14,"-2.8","3.3",".","21.28","21.17"
2690,89,8,8,890808,0,-110.14,"-2.7","3.3",".","21.44","21.4"
2691,89,8,9,890809,0,-110.14,"-3.4","1.7",".","21.41","21.42"
2692,89,8,10,890810,0,-110.15,"-3.1","2.1",".","21.5","21.49"
2693,89,8,11,890811,0,-110.15,"-2","1.2",".","21.52","21.66"
2694,89,8,12,890812,0,-110.15,"-2.3","2.3",".","21.65","21.73"
2695,89,8,13,890813,0,-110.15,"-3.9","2.5",".","21.61","21.77"
2696,89,8,14,890814,0.02,-110.15,"-4.8","1.7",".","21.63","21.75"
2697,89,8,15,890815,0,-110.16,"-4.9","3.5",".","21.8","21.79"
2698,89,8,16,890816,0,-110.16,"-5.6","4.3",".","22.6","22.94"
2699,89,8,17,890817,0.01,-110.16,"-5","4.7",".","22.38","22.88"
2700,89,8,18,890818,0,-110.17,"-5.2","4.1",".","22.23","22.6"
2701,89,8,19,890819,0,-110.17,"-5.7","2.3",".","21.86","22.49"
2702,89,8,20,890820,-0.01,-110.15,"-4.6","2.5",".","21.78","21.89"
2703,89,8,21,890821,0,-110.17,"-5.1","2.4",".","21.87","22.14"
2704,89,8,22,890822,0,-110.16,"-6.2","2.6",".","21.63","21.85"
2705,89,8,23,890823,0,-110.16,"-4.6","1.6",".","21.64","21.84"
2706,89,8,24,890824,-0.01,-110.15,"-5","1.3",".","21.76","21.93"
2707,89,8,25,890825,-0.01,-110.15,"-3.5","1.4",".","21.67","21.78"
2708,89,8,26,890826,0,-110.15,"-2.5","3.3",".","21.7","21.96"
2709,89,8,27,890827,0,-110.15,"-3.8","4",".","22.15","23.01"
2710,89,8,28,890828,0.01,-110.16,"-4.3","3.7",".","22.3","22.72"
2711,89,8,29,890829,0.01,-110.16,"-4.2","2.7",".","21.66","21.65"
2712,89,8,30,890830,-0.01,-110.15,"-4.6","1.8",".","21.12","21.43"
2713,89,8,31,890831,0,-110.15,"-4.6","1.7",".","21.06","21.19"
2714,89,9,1,890901,-0.01,-110.15,"-4.7","1.8",".","20.86","21.28"
2715,89,9,2,890902,-0.01,-110.15,"-3.5","2.5",".","21.24","21.38"
2716,89,9,3,890903,-0.01,-110.15,"-4","2.8",".","21.29","21.5"
2717,89,9,4,890904,0.01,-110.13,"-2.9","3.8",".","21.47","21.5"
2718,89,9,5,890905,-0.01,-110.15,"-3.7","2.8",".","21.6","21.71"
2719,89,9,6,890906,0,-110.14,"-4.4","2",".","21.47","21.74"
2720,89,9,7,890907,0.01,-110.15,"-3.9","2.6",".","21.46","21.71"
2721,89,9,8,890908,-0.01,-110.15,"-3.8","2.3",".","21.54","21.86"
2722,89,9,9,890909,-0.01,-110.15,"-4.4","2.2",".","21.29","21.58"
2723,89,9,10,890910,-0.01,-110.15,"-4.7","2",".","20.94","21.17"
2724,89,9,11,890911,-0.01,-110.15,"-4.4","2.2",".","20.97","21.18"
2725,89,9,12,890912,0.01,-110.15,"-4.5","1",".","21.15","21.02"
2726,89,9,13,890913,-0.01,-110.15,"-4.6","-0.2",".","20.71","20.76"
2727,89,9,14,890914,-0.01,-110.15,"-4.9","1.3",".","20.6","20.74"
2728,89,9,15,890915,-0.01,-110.16,"-4","0.8",".","21.4","21.28"
2729,89,9,16,890916,0,-110.17,"-3.3","2.8",".","21.81","23.11"
2730,89,9,17,890917,0,-110.17,"-3.6","4.4",".","22.2","23.58"
2731,89,9,18,890918,0,-110.16,"-4.6","3.4",".","22.08","23.53"
2732,89,9,19,890919,0,-110.16,"-5.7","2.3",".","21.59","22.5"
2733,89,9,20,890920,0.01,-110.16,"-4.6","2.4",".","21.21","21.28"
2734,89,9,21,890921,0.01,-110.16,"-4.7","2.5",".","21.31","21.17"
2735,89,9,22,890922,-0.01,-110.15,"-4","1.5",".","21.35","21.08"
2736,89,9,23,890923,-0.01,-110.15,"-4.5","2.5",".","21.35","21.32"
2737,89,9,24,890924,0,-110.15,"-4.3","2.8",".","21.62","21.49"
2738,89,9,25,890925,-0.01,-110.15,"-4.6","2.3",".","21.76","21.67"
2739,89,9,26,890926,0.01,-110.15,"-4.6","2.7",".","22.08","21.87"
2740,89,9,27,890927,0.01,-110.15,"-3.3","2.5",".","22.1","21.97"
2741,89,9,28,890928,-0.01,-110.15,"-3.2","2.5",".","22.05","22.07"
2742,89,9,29,890929,0,-110.15,"-3.8","2.7",".","22.07","22.25"
2743,89,9,30,890930,0,-110.14,"-3.3","3.4",".","22.57","22.59"
2744,89,10,1,891001,-0.01,-110.15,"-3.5","3.5",".","22.47","22.64"
2745,89,10,2,891002,-0.01,-110.15,"-4.8","2.4",".","22.23","22.41"
2746,89,10,3,891003,-0.01,-110.15,"-4.6","2",".","21.98","22.04"
2747,89,10,4,891004,-0.01,-110.15,"-3.6","2.2",".","21.92","22.2"
2748,89,10,5,891005,-0.01,-110.15,"-2.3","4",".","21.99","22.24"
2749,89,10,6,891006,0,-110.15,"-2.7","4.8",".","22.02","22.05"
2750,89,10,7,891007,0,-110.15,"-3.8","5.7",".","21.99","21.92"
2751,89,10,8,891008,-0.01,-110.15,"-3.1","3.9",".","21.97","21.96"
2752,89,10,9,891009,-0.01,-110.15,"-5.3","2.8",".","21.72","21.86"
2753,89,10,10,891010,0.01,-110.14,"-3.4","3.1",".","21.77","21.76"
2754,89,10,11,891011,-0.01,-110.15,"-3.4","2.9",".","21.73","21.83"
2755,89,10,12,891012,0,-110.16,"-3.9","3.1",".","21.69","21.82"
2756,89,10,13,891013,0.01,-110.15,"-4.2","3.6",".","21.75","21.63"
2757,89,10,14,891014,-0.01,-110.15,"-4.3","2.6",".","21.67","21.61"
2758,89,10,15,891015,-0.01,-110.15,"-4.7","1.8",".","21.51","21.59"
2759,89,10,16,891016,0,-110.16,"-4.4","2.4",".","21.49","21.61"
2760,89,10,17,891017,-0.01,-110.15,"-4.2","3.5",".","21.64","21.8"
2761,89,10,18,891018,0,-110.17,"-5.3","3.3",".","22.02","22.26"
2762,89,10,19,891019,0.01,-110.16,"-5.7","2.2",".","21.89","22.18"
2763,89,10,20,891020,-0.01,-110.15,"-5.1","1.7",".","21.8","22.13"
2764,89,10,21,891021,-0.01,-110.15,"-1.6","3.4",".","21.77","22.16"
2765,89,10,22,891022,0.02,-110.14,"-3.8","3.5",".","21.82","22.12"
2766,89,10,23,891023,0,-110.15,"-3.5","4.2",".","22.17","22.13"
2767,89,10,24,891024,-0.01,-110.15,"-3.2","4.2",".","22.28","22.25"
2768,89,10,25,891025,0,-110.15,"-4.3","2.2",".","22.02","22.06"
2769,89,10,26,891026,0,-110.15,"-3.7","3.2",".","21.97","21.88"
2770,89,10,27,891027,-0.01,-110.15,"-4.4","4.3",".","21.88","21.71"
2771,89,10,28,891028,0.01,-110.13,"-4.2","3.1",".","21.86","21.67"
2772,89,10,29,891029,-0.01,-110.15,"-2.5","2.7",".","22.02","21.83"
2773,89,10,30,891030,-0.01,-110.15,".",".",".","21.91","21.78"
2774,89,10,31,891031,0,-110.02,".",".",".","22.06","21.8"
2775,89,11,1,891101,0,-110.02,".",".",".","21.74","21.83"
2776,89,11,2,891102,0,-110.02,".",".",".","21.47","21.72"
2777,89,11,3,891103,0,-110.02,".",".",".","21.98","21.79"
2778,89,11,4,891104,0,-110.02,".",".",".","21.9","21.96"
2779,89,11,5,891105,0,-110.02,".",".",".","21.95","22.01"
2780,89,11,6,891106,0,-110.02,".",".",".","21.8","21.93"
2781,89,11,7,891107,0.01,-110.02,".",".",".","21.89","21.89"
2782,89,11,8,891108,0,-110.02,".",".",".","21.82","21.87"
2783,89,11,9,891109,0,-110.02,".",".",".","21.72","21.93"
2784,89,11,10,891110,0,-110.02,".",".",".","22.04","22.13"
2785,89,11,11,891111,0,-110.02,".",".",".","21.96","22.05"
2786,89,11,12,891112,0,-110.02,".",".",".","21.79","21.78"
2787,89,11,13,891113,-0.01,-110.03,".",".",".","22.12","22.17"
2788,89,11,14,891114,-0.01,-110.04,".",".",".","22.33","22.82"
2789,89,11,15,891115,0,-110.04,".",".",".","22.68","23.32"
2790,89,11,16,891116,0,-110.05,".",".",".","23.07","24.12"
2791,89,11,17,891117,0,-110.04,".",".",".","22.99","24.29"
2792,89,11,18,891118,0,-110.04,".",".",".","22.94","24.39"
2793,89,11,19,891119,0,-110.04,".",".",".","22.58","24.21"
2794,89,11,20,891120,0,-110.05,".",".",".","22.19","23.5"
2795,89,11,21,891121,0.01,-110.03,".",".",".","21.99","22.08"
2796,89,11,22,891122,0.01,-110.02,".",".",".","21.59","21.32"
2797,89,11,23,891123,0.01,-110.03,".",".",".","21.31","21.39"
2798,89,11,24,891124,0.01,-110.03,".",".",".","21.55","21.62"
2799,89,11,25,891125,0.01,-110.03,".",".",".","21.99","21.86"
2800,89,11,26,891126,0.01,-110.02,".",".",".","22.1","22.09"
2801,89,11,27,891127,0,-110.02,".",".",".","22.05","22.31"
2802,89,11,28,891128,0.01,-110.03,".",".",".","22.29","22.28"
2803,89,11,29,891129,0.01,-110.02,".",".",".","22.39","22.11"
2804,89,11,30,891130,0,-110.02,".",".",".","22.25","21.99"
2805,89,12,1,891201,0,-110.02,".",".",".","21.67","21.52"
2806,89,12,2,891202,0,-110.02,".",".",".","21.34","21.31"
2807,89,12,3,891203,0,-110.02,".",".",".","21.46","21.67"
2808,89,12,4,891204,0,-110.02,".",".",".","21.52","21.63"
2809,89,12,5,891205,-0.01,-110.03,".",".",".","21.45","21.81"
2810,89,12,6,891206,-0.01,-110.02,".",".",".","21.8","22.31"
