"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"Australia 22. 1000 Forms of Fear - Sia http://t.co/MvZdsLcVdN #Music #iTunes #iPhone #Apple",FALSE,0,NA,2014-11-16 23:23:07,FALSE,NA,"534124533578342401",NA,"<a href=""http://blog.77jp.net"" rel=""nofollow"">iTunes Top Albums</a>","mitarank",1,FALSE,FALSE,NA,NA
"Australia Free 58. 有道词典 - Beijing NetEase Youdao Computer System Co.,Ltd http://t.co/xsLW5puXlJ #Mac #iTunes #Apps #Apple",FALSE,0,NA,2014-11-16 23:23:05,FALSE,NA,"534124528750706689",NA,"<a href=""http://blog.77jp.net"" rel=""nofollow"">Top 10 Mac App</a>","itmacapprank",1,FALSE,FALSE,NA,NA
"Japan 80. 世界は恋に落ちている - CHiCO with HoneyWorks http://t.co/zhlBGBDCZ5 #Music #Video #iTunes #iPhone #Apple #Mac",FALSE,0,NA,2014-11-16 23:23:05,FALSE,NA,"534124528415162368",NA,"<a href=""http://blog.77jp.net"" rel=""nofollow"">Top 10 Music Video</a>","itmvideorank",0,FALSE,FALSE,NA,NA
"Australia 68. 99% Invisible - Roman Mars http://t.co/pCurLioFDN #Podcast #iTunes #iPhone #Apple",FALSE,0,NA,2014-11-16 23:23:05,FALSE,NA,"534124527966371840",NA,"<a href=""http://blog.77jp.net"" rel=""nofollow"">Top 10 Podcast</a>","itpcastrank",1,FALSE,FALSE,NA,NA
"RT @iOSAppCritic: Catch-Up on iOS Etc: 'Valiant Hearts: The Great War' Comic Book Coming in November [News] http://t.co/nwLDKPsCRL
 #Apple …",FALSE,0,NA,2014-11-16 23:23:04,FALSE,NA,"534124524246413313",NA,"<a href=""http://www.bbotmaker.com/"" rel=""nofollow"">BBotMaker - Bot à mots-clés</a>","iDevice_Bot",1,TRUE,FALSE,NA,NA
"RT @iOSAppCritic: Catch-Up on iOS Etc: Stop Accidentally Deleting Emails On iOS 8 [Just A Tip] http://t.co/OfNdmyEdq8
 #Apple #iPhone #iPad",FALSE,0,NA,2014-11-16 23:23:03,FALSE,NA,"534124520521863168",NA,"<a href=""http://www.bbotmaker.com/"" rel=""nofollow"">BBotMaker - Bot à mots-clés</a>","iDevice_Bot",1,TRUE,FALSE,NA,NA
"RT @DeSad75: #США: Власти предупреждают владельцев #iPhone и #iPad о «Masque Attack» http://t.co/31mFIsliAB #хакерыипираты #apple",FALSE,0,NA,2014-11-16 23:23:02,FALSE,NA,"534124512468807681",NA,"<a href=""http://www.bbotmaker.com/"" rel=""nofollow"">BBotMaker - Bot à mots-clés</a>","iDevice_Bot",1,TRUE,FALSE,NA,NA
"Japan Courses 79. Health Psychology - American University http://t.co/yQJiZbSQLS #iTunesU #iTunes #iPhone #Apple #Mac",FALSE,0,NA,2014-11-16 23:22:58,FALSE,NA,"534124498312634368",NA,"<a href=""http://blog.77jp.net"" rel=""nofollow"">Top 10 iTunes U</a>","iturank",0,FALSE,FALSE,NA,NA
"Japan 81. Welcome To Precious Christmas Presented By Francfranc - Various Artists http://t.co/h8Ol1vrGS6 #Music #iTunes #iPhone #Apple",FALSE,0,NA,2014-11-16 23:22:56,FALSE,NA,"534124489756246017",NA,"<a href=""http://blog.77jp.net"" rel=""nofollow"">iTunes Top Albums</a>","mitarank",0,FALSE,FALSE,NA,NA
"RT @iturank: Australia Courses 20. English IV : Communication in the 21c - Foxcroft Academy http://t.co/mgEuUdWGWk #iTunesU #iTunes #iPhone…",FALSE,0,NA,2014-11-16 23:22:54,FALSE,NA,"534124482894774272",NA,"<a href=""http://www.bbotmaker.com/"" rel=""nofollow"">BBotMaker - Bot à mots-clés</a>","Australia_RT",1,TRUE,FALSE,NA,NA
"Japan 88. 恋する気持ち - 西野 カナ http://t.co/J7bS9FI5d7 #Music #iTunes #iPhone #Apple",FALSE,0,NA,2014-11-16 23:22:48,FALSE,NA,"534124456046641153",NA,"<a href=""http://blog.77jp.net"" rel=""nofollow"">iTunes Store Top 10 Songs</a>","mitrank",0,FALSE,FALSE,NA,NA
"やっとiPhone6！ #iPhone6 #Apple http://t.co/SDmSH8TfPn",FALSE,0,NA,2014-11-16 23:22:41,FALSE,NA,"534124425411825665",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Photozzy",0,FALSE,FALSE,NA,NA
"Australia 49. Belle  - Amma Asante http://t.co/fXvhjXUokr #Movies #iTunes #iPhone #Apple",FALSE,0,NA,2014-11-16 23:22:41,FALSE,NA,"534124424815853568",NA,"<a href=""http://blog.77jp.net"" rel=""nofollow"">Top 10 Movies</a>","itmovierank",0,FALSE,FALSE,NA,NA
"Australia 29. Ready to Run - One Direction http://t.co/HFehmCp1F8 #Music #iTunes #iPhone #Apple",FALSE,0,NA,2014-11-16 23:22:40,FALSE,NA,"534124423482048512",NA,"<a href=""http://blog.77jp.net"" rel=""nofollow"">iTunes Store Top 10 Songs</a>","mitrank",0,FALSE,FALSE,NA,NA
"Japan Free 28. ルームシェア素顔のカレ Love Days - Voltage inc. http://t.co/ThQnEKsHV3 #iTunes #iPhone #Apps #Apple",FALSE,0,NA,2014-11-16 23:22:38,FALSE,NA,"534124415647092736",NA,"<a href=""http://sas.pt106.net"" rel=""nofollow"">iPhone アプリ ランキング 日本</a>","apprankjp",0,FALSE,FALSE,NA,NA
"Australia 21. Where You From? (feat. Justice Crew) - Beau Ryan http://t.co/I2SuSY7ZYK #Music #Video #iTunes #iPhone #Apple #Mac",FALSE,0,NA,2014-11-16 23:22:37,FALSE,NA,"534124410873987072",NA,"<a href=""http://blog.77jp.net"" rel=""nofollow"">Top 10 Music Video</a>","itmvideorank",0,FALSE,FALSE,NA,NA
"Getting a First Glimpse of Apple Pay's Success with Retailers - Patently Apple http://t.co/XWtaX2nLFm #Apple",FALSE,0,NA,2014-11-16 23:22:37,FALSE,NA,"534124409267957761",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","trendblognet",0,FALSE,FALSE,NA,NA
"#США: Власти предупреждают владельцев #iPhone и #iPad о «Masque Attack» http://t.co/31mFIsliAB #хакерыипираты #apple",FALSE,0,NA,2014-11-16 23:22:36,FALSE,NA,"534124406448979968",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","DeSad75",1,FALSE,FALSE,NA,NA
"RT @ScotinFrance: Meanwhile, at #Apple, news comes through of yet another faulty #iPhone6 batch. http://t.co/s7CSrXr7Tu",FALSE,0,NA,2014-11-16 23:22:36,FALSE,NA,"534124405069463554",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","carl_canning",3,TRUE,FALSE,NA,NA
"Japan 99. 高瀬舟 - 森鴎外 http://t.co/nDeVob9KuS #AudioBooks #iTunes #iPhone #Apple",FALSE,0,NA,2014-11-16 23:22:31,FALSE,NA,"534124384537952256",NA,"<a href=""http://blog.77jp.net"" rel=""nofollow"">Top 10 AudioBooks</a>","itabrank",0,FALSE,FALSE,NA,NA
"Australia Courses 20. English IV : Communication in the 21c - Foxcroft Academy http://t.co/mgEuUdWGWk #iTunesU #iTunes #iPhone #Apple #Mac",FALSE,0,NA,2014-11-16 23:22:28,FALSE,NA,"534124373557272577",NA,"<a href=""http://blog.77jp.net"" rel=""nofollow"">Top 10 iTunes U</a>","iturank",1,FALSE,FALSE,NA,NA
"Catch-Up on iOS Etc: Stop Accidentally Deleting Emails On iOS 8 [Just A Tip] http://t.co/OfNdmyEdq8
 #Apple #iPhone #iPad",FALSE,0,NA,2014-11-16 23:22:23,FALSE,NA,"534124349620756480",NA,"<a href=""http://winthecustomer.com/"" rel=""nofollow"">Win the Customer</a>","iOSAppCritic",1,FALSE,FALSE,NA,NA
"Catch-Up on iOS Etc: 'Valiant Hearts: The Great War' Comic Book Coming in November [News] http://t.co/nwLDKPsCRL
 #Apple #iPhone #iPad",FALSE,0,NA,2014-11-16 23:22:22,FALSE,NA,"534124348379250689",NA,"<a href=""http://winthecustomer.com/"" rel=""nofollow"">Win the Customer</a>","iOSAppCritic",1,FALSE,FALSE,NA,NA
"RT @apple_agent: Blunderbuss - Jack White http://t.co/hQAHdoaqa1 #apple",FALSE,0,NA,2014-11-16 23:22:14,FALSE,NA,"534124314090823680",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","ManuelaFreem79",1,TRUE,FALSE,NA,NA
"RT @apple_agent: Night Visions - Imagine Dragons http://t.co/7tMnmYPIO9 #apple",FALSE,0,NA,2014-11-16 23:22:14,FALSE,NA,"534124313130307584",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","ManuelaFreem79",1,TRUE,FALSE,NA,NA
"Modern Ikat Weave Turquoise Carved® Maple iPhone 6 Bumper #iPhone6 #Case #Apple  http://t.co/R7DPWIuARR",FALSE,0,NA,2014-11-16 23:22:13,FALSE,NA,"534124309384810497",NA,"<a href=""http://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","mydesignpod",0,FALSE,FALSE,NA,NA
"RT @apple__info: 攻殻機動隊 REALIZE PROJECT 、世界観はどこまで実現できるか？ 研究者らが現状と課題をマジメに討論 http://t.co/RmevcSfYJ1 #apple #iphone",FALSE,0,NA,2014-11-16 23:22:08,FALSE,NA,"534124287683067905",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pyandapyanko",1,TRUE,FALSE,NA,NA
"Australia 23. The Live Tapes, Vol. 2: Live At Bombay Rock, April 27, 1979 - Cold Chisel http://t.co/RuniLFOGJq #Music #iTunes #iPhone #Apple",FALSE,0,NA,2014-11-16 23:22:06,FALSE,NA,"534124279428694016",NA,"<a href=""http://blog.77jp.net"" rel=""nofollow"">iTunes Top Albums</a>","mitarank",0,FALSE,FALSE,NA,NA
"Australia Free 59. PPTV网络电视 - PPLive Corporation http://t.co/rTRcAuXOqw #Mac #iTunes #Apps #Apple",FALSE,0,NA,2014-11-16 23:22:05,FALSE,NA,"534124274278088706",NA,"<a href=""http://blog.77jp.net"" rel=""nofollow"">Top 10 Mac App</a>","itmacapprank",0,FALSE,FALSE,NA,NA
"Japan 81. あの日のオレンジ - GReeeeN http://t.co/HVAbJYJ4Pp #Music #Video #iTunes #iPhone #Apple #Mac",FALSE,0,NA,2014-11-16 23:22:05,FALSE,NA,"534124274160660480",NA,"<a href=""http://blog.77jp.net"" rel=""nofollow"">Top 10 Music Video</a>","itmvideorank",0,FALSE,FALSE,NA,NA
"Australia 69. Sleek Geeks - Dr Karl Kruszelnicki and Adam Spencer http://t.co/TkguiTdzwU #Podcast #iTunes #iPhone #Apple",FALSE,0,NA,2014-11-16 23:22:05,FALSE,NA,"534124273829298177",NA,"<a href=""http://blog.77jp.net"" rel=""nofollow"">Top 10 Podcast</a>","itpcastrank",0,FALSE,FALSE,NA,NA
"Japan 82. FOUR - One Direction http://t.co/i7f8wh943G #Music #iTunes #iPhone #Apple",FALSE,0,NA,2014-11-16 23:21:55,FALSE,NA,"534124235661144064",NA,"<a href=""http://blog.77jp.net"" rel=""nofollow"">iTunes Top Albums</a>","mitarank",0,FALSE,FALSE,NA,NA
"RT @niconico_mike: http://t.co/8XKvoPnoNo #DJ #Tablet #Stand #Retina #Ionic #Apple Case looks good, has no propping up strength. W... http:…",FALSE,0,NA,2014-11-16 23:21:54,FALSE,NA,"534124230925750272",NA,"<a href=""http://undertest.com"" rel=""nofollow"">ently have any Twitter Ap</a>","boss3ar",8,TRUE,FALSE,NA,NA
"chanalaps21 #apple #bigpouton http://t.co/MdW5e40ssg",FALSE,0,NA,2014-11-16 23:21:53,FALSE,NA,"534124225691271168",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","KyleEccleston",0,FALSE,FALSE,NA,NA
"Blunderbuss - Jack White http://t.co/hQAHdoaqa1 #apple",FALSE,0,NA,2014-11-16 23:21:51,FALSE,NA,"534124216099287040",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","apple_agent",1,FALSE,FALSE,NA,NA
"Night Visions - Imagine Dragons http://t.co/7tMnmYPIO9 #apple",FALSE,0,NA,2014-11-16 23:21:50,FALSE,NA,"534124212869681152",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","apple_agent",1,FALSE,FALSE,NA,NA
"Japan 89. What Makes You Beautiful - One Direction http://t.co/kHp4PxHgKO #Music #iTunes #iPhone #Apple",FALSE,0,NA,2014-11-16 23:21:47,FALSE,NA,"534124201938931712",NA,"<a href=""http://blog.77jp.net"" rel=""nofollow"">iTunes Store Top 10 Songs</a>","mitrank",0,FALSE,FALSE,NA,NA
"The Week in Review: news and features you don't want to miss: Last week was a… http://t.co/qRbNNMcuPV #Apple #News",FALSE,0,NA,2014-11-16 23:21:47,FALSE,NA,"534124199732707328",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","applenewsjunkie",0,FALSE,FALSE,NA,NA
"Our Favorite Android, iOS, and Windows Phone Apps of the Week: The app world… http://t.co/IPX0JlwP4I #Apple #News",FALSE,0,NA,2014-11-16 23:21:47,FALSE,NA,"534124199099379714",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","applenewsjunkie",0,FALSE,FALSE,NA,NA
"Australia Paid 20. Hurley Surf Coastalwatch - Coastalwatch http://t.co/pIRszYNMsk #iTunes #iPhone #Apps #Apple",FALSE,0,NA,2014-11-16 23:21:45,FALSE,NA,"534124191402823680",NA,"<a href=""http://sas.pt106.net"" rel=""nofollow"">iPhone アプリ ランキング 日本</a>","apprankjp",0,FALSE,FALSE,NA,NA
"Australia 50. The Twilight Saga: The Eclipse - David Slade http://t.co/rmNRPZEhpp #Movies #iTunes #iPhone #Apple",FALSE,0,NA,2014-11-16 23:21:40,FALSE,NA,"534124170393575424",NA,"<a href=""http://blog.77jp.net"" rel=""nofollow"">Top 10 Movies</a>","itmovierank",0,FALSE,FALSE,NA,NA
"Australia 30. Like I Can - Sam Smith http://t.co/Ma5O3yGvcX #Music #iTunes #iPhone #Apple",FALSE,0,NA,2014-11-16 23:21:40,FALSE,NA,"534124169198202880",NA,"<a href=""http://blog.77jp.net"" rel=""nofollow"">iTunes Store Top 10 Songs</a>","mitrank",0,FALSE,FALSE,NA,NA
"Japan Free 29. Yahoo!乗換案内　無料の時刻表、運行情報、乗り換え検索アプリ - Yahoo Japan Corp. http://t.co/oUAkQvbamq #iTunes #iPhone #Apps #Apple",FALSE,0,NA,2014-11-16 23:21:38,FALSE,NA,"534124161216425984",NA,"<a href=""http://sas.pt106.net"" rel=""nofollow"">iPhone アプリ ランキング 日本</a>","apprankjp",0,FALSE,FALSE,NA,NA
"Australia 22. Break Free (feat. Zedd) - Ariana Grande http://t.co/L0D5iHTYFx #Music #Video #iTunes #iPhone #Apple #Mac",FALSE,0,NA,2014-11-16 23:21:37,FALSE,NA,"534124156749508608",NA,"<a href=""http://blog.77jp.net"" rel=""nofollow"">Top 10 Music Video</a>","itmvideorank",0,FALSE,FALSE,NA,NA
"Editor's desk: VP of App Store:  The successes of the App Store are well documented. There are mi... http://t.co/onHY3uAV5e #Tech #Apple",FALSE,0,NA,2014-11-16 23:21:36,FALSE,NA,"534124154455212032",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","_TNews",0,FALSE,FALSE,NA,NA
"Japan 100. オーディオマガジン東洋経済Vol.11 儲かる人の投資術 株・超入門 - 週刊東洋経済 http://t.co/r19JlO8d4A #AudioBooks #iTunes #iPhone #Apple",FALSE,0,NA,2014-11-16 23:21:30,FALSE,NA,"534124130061144064",NA,"<a href=""http://blog.77jp.net"" rel=""nofollow"">Top 10 AudioBooks</a>","itabrank",0,FALSE,FALSE,NA,NA
"Australia Courses 21. Creative Writing: A Master Class - Academy of Achievement http://t.co/AIrRx7iPOm #iTunesU #iTunes #iPhone #Apple #Mac",FALSE,0,NA,2014-11-16 23:21:28,FALSE,NA,"534124119193710592",NA,"<a href=""http://blog.77jp.net"" rel=""nofollow"">Top 10 iTunes U</a>","iturank",0,FALSE,FALSE,NA,NA
"10 Foreign TV Shows You Should Be Watching http://t.co/TY3vZxUMbb #news #phone #apple #mobile",FALSE,0,NA,2014-11-16 23:21:27,FALSE,NA,"534124115415031809",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","OlteenRazvan",0,FALSE,FALSE,NA,NA
"‘Sunday Night Football’ 2014 live stream: How to watch Patriots vs. Colts online http://t.co/SIMxOswyPh #news #phone #apple #mobile",FALSE,0,NA,2014-11-16 23:21:26,FALSE,NA,"534124112277684225",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","OlteenRazvan",0,FALSE,FALSE,NA,NA
"Our Favorite Android, iOS, and Windows Phone Apps of the Week http://t.co/BeF47nbdQA #news #phone #apple #mobile",FALSE,0,NA,2014-11-16 23:21:25,FALSE,NA,"534124109110988800",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","OlteenRazvan",0,FALSE,FALSE,NA,NA
"Flee from water, missile-based death in On Rusty Trails http://t.co/DTKGzMn1Ho #news #phone #apple #mobile",FALSE,0,NA,2014-11-16 23:21:25,FALSE,NA,"534124106044960769",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","OlteenRazvan",0,FALSE,FALSE,NA,NA
"Uffsides, Sunday Night Football preview: Picks and predictions for Colts vs. Patriots http://t.co/09fYrJB09l #news #phone #apple #mobile",FALSE,0,NA,2014-11-16 23:21:24,FALSE,NA,"534124102932779008",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","OlteenRazvan",0,FALSE,FALSE,NA,NA
"My IMessage appears to have stopped working since Thursday. Can anyone advise how to rectify? #Apple #iphone #iPad thank you",FALSE,1,NA,2014-11-16 23:21:22,FALSE,NA,"534124095106199553",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Judi_Mason",0,FALSE,FALSE,NA,NA
"Greens #kale #apple #ginger http://t.co/JPdaRd2lWb",FALSE,0,NA,2014-11-16 23:21:06,FALSE,NA,"534124027254542336",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","DarianMurray",0,FALSE,FALSE,NA,NA
"Australia 24. Blue Planet Eyes - The Preatures http://t.co/8nAbWq9qun #Music #iTunes #iPhone #Apple",FALSE,0,NA,2014-11-16 23:21:05,FALSE,NA,"534124025220313088",NA,"<a href=""http://blog.77jp.net"" rel=""nofollow"">iTunes Top Albums</a>","mitarank",0,FALSE,FALSE,NA,NA
"Australia Free 60. Any Video Converter Lite - Anvsoft Inc. http://t.co/IrTpJhyusF #Mac #iTunes #Apps #Apple",FALSE,0,NA,2014-11-16 23:21:04,FALSE,NA,"534124020040347648",NA,"<a href=""http://blog.77jp.net"" rel=""nofollow"">Top 10 Mac App</a>","itmacapprank",0,FALSE,FALSE,NA,NA
"Japan 82. ヘビーローテーション - AKB48 http://t.co/GrxggexCUh #Music #Video #iTunes #iPhone #Apple #Mac",FALSE,0,NA,2014-11-16 23:21:04,FALSE,NA,"534124018391973888",NA,"<a href=""http://blog.77jp.net"" rel=""nofollow"">Top 10 Music Video</a>","itmvideorank",0,FALSE,FALSE,NA,NA
"Transparent volume HUD how it should be #jailbreak #ios8 #iphone5s #apple #tweaks #cydia #clean… http://t.co/4iGC5nd0cy",FALSE,0,NA,2014-11-16 23:20:59,FALSE,NA,"534123997819305984",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","JasonMcdonald31",0,FALSE,FALSE,NA,NA
"Japan Courses 81. Drawing  - Cedar Valley Catholic Schools http://t.co/dxNRtCzUMr #iTunesU #iTunes #iPhone #Apple #Mac",FALSE,0,NA,2014-11-16 23:20:57,FALSE,NA,"534123989883289600",NA,"<a href=""http://blog.77jp.net"" rel=""nofollow"">Top 10 iTunes U</a>","iturank",0,FALSE,FALSE,NA,NA
"Japan 83. 静かな夜のカフェ ~BGM JAZZ~ - Various Artists http://t.co/K2GwsaQlpK #Music #iTunes #iPhone #Apple",FALSE,0,NA,2014-11-16 23:20:55,FALSE,NA,"534123981284995072",NA,"<a href=""http://blog.77jp.net"" rel=""nofollow"">iTunes Top Albums</a>","mitarank",0,FALSE,FALSE,NA,NA
"Una pregunta a los usuarios de #Mac, conocen alguna app que me permita realizar una partición en Ext4 y otra FAT32 en una tarjeta SD #Apple",FALSE,0,NA,2014-11-16 23:20:49,FALSE,NA,"534123956094369794",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Aprendiendomac",0,FALSE,FALSE,NA,NA
"Japan 90. The One - EXILE SHOKICHI http://t.co/oaYtFCsjmt #Music #iTunes #iPhone #Apple",FALSE,0,NA,2014-11-16 23:20:47,FALSE,NA,"534123947747315715",NA,"<a href=""http://blog.77jp.net"" rel=""nofollow"">iTunes Store Top 10 Songs</a>","mitrank",0,FALSE,FALSE,NA,NA
"Australia Paid 21. Sleep Cycle alarm clock - Northcube AB http://t.co/jlOxJ8zP1S #iTunes #iPhone #Apps #Apple",FALSE,0,NA,2014-11-16 23:20:44,FALSE,NA,"534123937077026816",NA,"<a href=""http://sas.pt106.net"" rel=""nofollow"">iPhone アプリ ランキング 日本</a>","apprankjp",0,FALSE,FALSE,NA,NA
