"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"ヤフオク!:グーグル ネクサス5/EM01L カバー ケース 道路 現在価格:1,250 円,入札数:-,終了日時:2014/11/17 10:40 http://t.co/xdfdTD6wEY #google #グーグル #sougofollow #相互フォロー",FALSE,0,NA,2014-11-16 23:16:06,FALSE,NA,"534122768724283392",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","gnewsamzn",0,FALSE,FALSE,NA,NA
"ヤフオク!:グーグル ネクサス5/EM01L カバー ケース 骨 現在価格:1,250 円,入札数:-,終了日時:2014/11/17 10:40 http://t.co/EzK2Ipph5h #google #グーグル #sougofollow #相互フォロー",FALSE,0,NA,2014-11-16 23:16:05,FALSE,NA,"534122763594637312",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","gnewsamzn",0,FALSE,FALSE,NA,NA
"FC2動画:まだ雑談してる途中でしょうが！！ http://t.co/ENtcpF3N3S #google #グーグル #sougofollow #相互フォロー",FALSE,0,NA,2014-11-16 23:16:03,FALSE,NA,"534122757844246528",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","gnewsamzn",0,FALSE,FALSE,NA,NA
"RT @El_Universal_Mx: #Google Messenger ya está disponible en @GooglePlay. ¿cómo funciona esta nueva app? http://t.co/zcdHKlqx0c",FALSE,0,NA,2014-11-16 23:15:58,FALSE,NA,"534122734360739841",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","NylsX",7,TRUE,FALSE,NA,NA
"RT @FICSIT: Another happy customer: @lpl1church http://t.co/FLLLwLnvpc . Ranked on page #1 of #google #seo",FALSE,0,NA,2014-11-16 23:15:55,FALSE,NA,"534122723992412161",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dantoth2014",3,TRUE,FALSE,NA,NA
"#Glass #Apps - After two years of popping up at high-profile events sporting Google Glass, the gadget that… http://t.co/MSGzsfQf4h #Google",FALSE,0,NA,2014-11-16 23:15:53,FALSE,NA,"534122717012717568",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","MaliikAbrhm",0,FALSE,FALSE,NA,NA
"#Glass #Apps - After two years of popping up at high-profile events sporting Google Glass, the gadget that… http://t.co/TJhVwUnVFQ #Google",FALSE,0,NA,2014-11-16 23:15:53,FALSE,NA,"534122716412928000",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","OIGEL",0,FALSE,FALSE,NA,NA
"#Glass #Apps - After two years of popping up at high-profile events sporting Google Glass, the gadget that… http://t.co/MyWgp9vqqs #Google",FALSE,0,NA,2014-11-16 23:15:53,FALSE,NA,"534122713292361728",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","AndrSapuutra",0,FALSE,FALSE,NA,NA
"#Glass #Apps - After two years of popping up at high-profile events sporting Google Glass, the gadget that… http://t.co/4gffX1BJvl #Google",FALSE,0,NA,2014-11-16 23:15:52,FALSE,NA,"534122709240655872",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","OIGEL",0,FALSE,FALSE,NA,NA
"#Glass #Apps - After two years of popping up at high-profile events sporting Google Glass, the gadget that… http://t.co/FOiLCb5X1G #Google",FALSE,0,NA,2014-11-16 23:15:48,FALSE,NA,"534122696024391680",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","ImamRozzak",0,FALSE,FALSE,NA,NA
"#Glass #Apps - After two years of popping up at high-profile events sporting Google Glass, the gadget that… http://t.co/l2Eja0pJTE #Google",FALSE,0,NA,2014-11-16 23:15:48,FALSE,NA,"534122693180653568",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","PanIbrah",0,FALSE,FALSE,NA,NA
"#Glass #Apps - After two years of popping up at high-profile events sporting Google Glass, the gadget that… http://t.co/a8ujUCRPFO #Google",FALSE,0,NA,2014-11-16 23:15:48,FALSE,NA,"534122692824166400",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","RicooSap",0,FALSE,FALSE,NA,NA
"#Glass #Apps - After two years of popping up at high-profile events sporting Google Glass, the gadget that… http://t.co/jnQEwXNAj0 #Google",FALSE,0,NA,2014-11-16 23:15:47,FALSE,NA,"534122689170919424",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","JuanMaliik",0,FALSE,FALSE,NA,NA
"#Glass #Apps - After two years of popping up at high-profile events sporting Google Glass, the gadget that… http://t.co/E7N8lcJziL #Google",FALSE,0,NA,2014-11-16 23:15:46,FALSE,NA,"534122687426084865",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","SSiswantoo",0,FALSE,FALSE,NA,NA
"#Glass #Apps - After two years of popping up at high-profile events sporting Google Glass, the gadget that… http://t.co/0Cgt1IxDNR #Google",FALSE,0,NA,2014-11-16 23:15:46,FALSE,NA,"534122685404442624",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","FariidMLk",0,FALSE,FALSE,NA,NA
"#Glass #Apps - After two years of popping up at high-profile events sporting Google Glass, the gadget that… http://t.co/HH5LdLCPyO #Google",FALSE,0,NA,2014-11-16 23:15:45,FALSE,NA,"534122682728468480",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","GiionSam",0,FALSE,FALSE,NA,NA
"#Glass #Apps - After two years of popping up at high-profile events sporting Google Glass, the gadget that… http://t.co/T7UmPE0E0u #Google",FALSE,0,NA,2014-11-16 23:15:45,FALSE,NA,"534122681969283072",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","RbyWilliam",0,FALSE,FALSE,NA,NA
"#Glass #Apps - After two years of popping up at high-profile events sporting Google Glass, the gadget that… http://t.co/fFg1MqBrEq #Google",FALSE,0,NA,2014-11-16 23:15:45,FALSE,NA,"534122681772146688",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","HsnNurdiin",0,FALSE,FALSE,NA,NA
"#Glass #Apps - After two years of popping up at high-profile events sporting Google Glass, the gadget that… http://t.co/ndPRgU964r #Google",FALSE,0,NA,2014-11-16 23:15:45,FALSE,NA,"534122681449213952",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","IrrMaulanna",0,FALSE,FALSE,NA,NA
"#Glass #Apps - After two years of popping up at high-profile events sporting Google Glass, the gadget that… http://t.co/ExnQnEy0wa #Google",FALSE,0,NA,2014-11-16 23:15:44,FALSE,NA,"534122678706139136",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","SandiiApri",0,FALSE,FALSE,NA,NA
"#Glass #Apps - After two years of popping up at high-profile events sporting Google Glass, the gadget that… http://t.co/XIN4DX8zk4 #Google",FALSE,0,NA,2014-11-16 23:15:43,FALSE,NA,"534122673521979393",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","RynMaliik",0,FALSE,FALSE,NA,NA
"#Glass #Apps - After two years of popping up at high-profile events sporting Google Glass, the gadget that… http://t.co/e8K1AfyrXB #Google",FALSE,0,NA,2014-11-16 23:15:43,FALSE,NA,"534122672314003456",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","WHariyadii",0,FALSE,FALSE,NA,NA
"#Glass #Apps - After two years of popping up at high-profile events sporting Google Glass, the gadget that… http://t.co/4CLP8TmAtS #Google",FALSE,0,NA,2014-11-16 23:15:43,FALSE,NA,"534122672272052225",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","DoniiRahman",0,FALSE,FALSE,NA,NA
